Protein,True_Subfamily,Predicted_Subfamily,Confidence,Index,True_Family,Predicted_Family
KAF0027435,8.A.230.1,8.A.230.1,0.9859422,3251,8.A.230,8.A.230
XP_017548242,8.A.237.1,8.A.237.1,0.99999166,3254,8.A.237,8.A.237
Q9UBP9,8.A.238.1,8.A.238.1,0.89142644,3257,8.A.238,8.A.238
H3CPN3,8.A.239.1,8.A.239.1,0.9999863,3259,8.A.239,8.A.239
G3VXE4,8.A.240.1,8.A.240.1,0.9988538,3261,8.A.240,8.A.240
Q9Y4G6,8.A.25.1,8.A.25.1,0.9959336,3268,8.A.25,8.A.25
Q9BQL6,8.A.25.1,8.A.25.1,0.9996841,3269,8.A.25,8.A.25
ANK58183,8.A.26.1,8.A.26.1,0.9881464,3275,8.A.26,8.A.26
P56539,8.A.26.1,8.A.26.1,0.9995802,3276,8.A.26,8.A.26
H2L0H3,8.A.27.1,8.A.27.1,0.99975103,3284,8.A.27,8.A.27
CZT62675,8.A.27.1,8.A.27.1,0.99990857,3285,8.A.27,8.A.27
Q9Z2Y3,8.A.29.1,8.A.29.1,0.9999999,3286,8.A.29,8.A.29
Q09098,8.A.31.1,8.A.31.1,0.9999893,3290,8.A.31,8.A.31
Q8I6Z5,8.A.32.1,8.A.32.1,0.99985874,3295,8.A.32,8.A.32
AGZ86590,8.A.33.1,1.W.9.3,0.11970894,3300,8.A.33,1.W.9
CCE37669,8.A.35.1,8.A.35.1,0.99998665,3305,8.A.35,8.A.35
POE55702,8.A.37.1,8.A.37.1,0.9982967,3310,8.A.37,8.A.37
P91193,8.A.38.1,8.A.38.1,0.9999682,3312,8.A.38,8.A.38
XP_012918761,8.A.39.1,8.A.39.1,0.99997234,3315,8.A.39,8.A.39
P42501,8.A.4.1,8.A.4.1,0.9999957,3316,8.A.4,8.A.4
P43111,8.A.4.2,8.A.4.2,0.9325412,3318,8.A.4,8.A.4
Q10063,8.A.41.1,8.A.41.1,0.99948126,3325,8.A.41,8.A.41
B9WHV4,8.A.41.1,8.A.41.1,0.9997764,3326,8.A.41,8.A.41
R4G5U4,8.A.42.1,8.A.42.1,0.99976844,3331,8.A.42,8.A.42
R5LHN3,8.A.42.1,8.A.42.1,0.9736318,3332,8.A.42,8.A.42
E9AL21,8.A.44.1,8.A.44.1,0.99986637,3337,8.A.44,8.A.44
A8JGI1,8.A.44.1,8.A.44.1,0.9998615,3338,8.A.44,8.A.44
E9BX85,8.A.45.1,8.A.45.1,0.9994562,3343,8.A.45,8.A.45
D6X268,8.A.45.1,8.A.45.1,0.9994134,3344,8.A.45,8.A.45
F2U0C1,8.A.45.2,8.A.45.1,0.99901915,3346,8.A.45,8.A.45
E4RVP8,8.A.46.1,8.A.46.1,0.48152447,3351,8.A.46,8.A.46
G0IYY9,8.A.46.1,8.A.46.3,0.38806555,3352,8.A.46,8.A.46
G2PKA2,8.A.46.2,8.A.46.3,0.9654339,3355,8.A.46,8.A.46
BAE20200,8.A.46.3,8.A.46.1,0.47547027,3360,8.A.46,8.A.46
I9WSV7,8.A.48.1,8.A.48.1,0.9990336,3367,8.A.48,8.A.48
MBV8416225,8.A.48.1,8.A.48.1,0.99922276,3368,8.A.48,8.A.48
AKM80894,8.A.49.1,8.A.49.1,0.9999291,3371,8.A.49,8.A.49
P77735,8.A.5.1,1.W.9.3,0.1193907,3377,8.A.5,1.W.9
P76187,8.A.5.1,1.W.9.3,0.12281872,3378,8.A.5,1.W.9
P0AAW9,8.A.50.1,8.A.50.1,0.99999976,3379,8.A.50,8.A.50
P27487,8.A.51.1,8.A.51.1,0.99981195,3384,8.A.51,8.A.51
Q12884,8.A.51.1,8.A.51.1,0.9998073,3385,8.A.51,8.A.51
S3DAG4,8.A.52.1,1.W.9.3,0.11756534,3390,8.A.52,1.W.9
Q7XZ04,8.A.52.1,8.A.52.1,0.99994063,3391,8.A.52,8.A.52
O60260,8.A.52.2,8.A.52.2,0.99999976,3392,8.A.52,8.A.52
V8NZN5,8.A.53.1,8.A.53.1,0.9998235,3395,8.A.53,8.A.53
W5KQV6,8.A.55.1,8.A.55.1,0.63282406,3397,8.A.55,8.A.55
Q5VZ72,8.A.55.2,8.A.55.3,0.5475057,3399,8.A.55,8.A.55
Q1ZYL8,8.A.55.3,8.A.55.3,0.53469014,3400,8.A.55,8.A.55
KAG7176625,8.A.57.1,8.A.57.1,0.9999417,3405,8.A.57,8.A.57
XP_023218887,8.A.57.1,8.A.57.1,0.9999546,3406,8.A.57,8.A.57
Q91499,8.A.58.1,8.A.58.1,0.5794896,3411,8.A.58,8.A.58
D5T4Y6,8.A.58.2,8.A.58.2,0.596223,3423,8.A.58,8.A.58
Q9H7V2,8.A.58.2,8.A.58.2,0.62961054,3424,8.A.58,8.A.58
O35449,8.A.58.2,8.A.58.2,0.6391232,3425,8.A.58,8.A.58
OLS30636,8.A.59.1,8.A.59.1,0.9999565,3428,8.A.59,8.A.59
F7FKR6,8.A.60.1,8.A.60.1,0.99986243,3431,8.A.60,8.A.60
Q9C7D7,8.A.61.1,8.A.61.1,0.9994142,3440,8.A.61,8.A.61
Q8TBE1,8.A.61.1,8.A.61.1,0.9996182,3441,8.A.61,8.A.61
L7ILZ6,8.A.61.1,8.A.61.1,0.9995278,3442,8.A.61,8.A.61
W6UD82,8.A.62.1,8.A.62.1,0.9998646,3446,8.A.62,8.A.62
O02109,8.A.63.1,8.A.63.1,0.9998778,3451,8.A.63,8.A.63
E6TG36,8.A.63.1,8.A.63.1,0.9997656,3452,8.A.63,8.A.63
Q4UF74,8.A.65.1,8.A.65.1,0.99997044,3458,8.A.65,8.A.65
V7PSH7,8.A.65.1,8.A.65.1,0.9999347,3459,8.A.65,8.A.65
Q9UPN3,8.A.66.1,1.W.9.3,0.123063,3466,8.A.66,1.W.9
Q01082,8.A.66.1,1.W.9.3,0.12038326,3467,8.A.66,1.W.9
Q99220,8.A.67.1,8.A.67.1,0.99973685,3472,8.A.67,8.A.67
NP_001122097,8.A.68.1,8.A.68.1,0.9993253,3486,8.A.68,8.A.68
KAF7834676,8.A.68.1,8.A.68.1,0.9963676,3487,8.A.68,8.A.68
XP_020044853,8.A.68.1,8.A.68.1,0.9996319,3488,8.A.68,8.A.68
XP_022972624,8.A.68.1,8.A.68.1,0.9957645,3489,8.A.68,8.A.68
V9L7R9,8.A.69.1,8.A.69.1,0.99988806,3492,8.A.69,8.A.69
H1XXY9,8.A.7.1,8.A.7.1,0.9998716,3497,8.A.7,8.A.7
A1RZ61,8.A.7.1,8.A.7.1,0.999315,3498,8.A.7,8.A.7
KND87996,8.A.70.1,8.A.70.1,0.99974805,3503,8.A.70,8.A.70
A9V5D8,8.A.70.1,8.A.70.1,0.9980445,3504,8.A.70,8.A.70
E3M513,8.A.71.1,8.A.71.1,0.9999546,3508,8.A.71,8.A.71
AIA09566,8.A.72.1,8.A.72.1,0.9999765,3511,8.A.72,8.A.72
L1J6I0,8.A.73.1,8.A.73.1,0.9999422,3516,8.A.73,8.A.73
F2UQI9,8.A.73.1,8.A.73.2,0.74006665,3517,8.A.73,8.A.73
P81450,8.A.73.2,8.A.73.2,0.98152775,3521,8.A.73,8.A.73
O14894,8.A.75.1,8.A.75.1,0.9994153,3526,8.A.75,8.A.75
P30408,8.A.75.1,8.A.75.1,0.99940276,3527,8.A.75,8.A.75
I1CE35,8.A.76.1,8.A.76.2,0.7985885,3531,8.A.76,8.A.76
M0ZJN1,8.A.76.2,8.A.76.2,0.84734863,3532,8.A.76,8.A.76
O75173,8.A.77.1,8.A.77.1,0.7359138,3539,8.A.77,8.A.77
Q13444,8.A.77.1,8.A.77.1,0.5843906,3540,8.A.77,8.A.77
NP_080609,8.A.77.2,8.A.77.1,0.7106828,3543,8.A.77,8.A.77
P01057,8.A.77.3,8.A.77.3,0.99997914,3544,8.A.77,8.A.77
XP_054180400,8.A.78.1,8.A.78.1,0.9997763,3546,8.A.78,8.A.78
A2SGV2,8.A.79.1,1.W.9.3,0.12364019,3549,8.A.79,1.W.9
A1RZ60,8.A.8.1,8.A.8.1,0.99970526,3555,8.A.8,8.A.8
O50515,8.A.8.1,8.A.8.1,0.9995827,3556,8.A.8,8.A.8
P28783,8.A.81.1,1.W.9.3,0.120494634,3561,8.A.81,1.W.9
XP_055072748,8.A.83.1,8.A.83.1,0.99993896,3569,8.A.83,8.A.83
XP_017264102,8.A.83.1,8.A.83.1,0.9996854,3570,8.A.83,8.A.83
Q9BXS4,8.A.84.1,8.A.84.1,0.9999429,3574,8.A.84,8.A.84
O14958,8.A.88.1,8.A.88.1,0.9625042,3578,8.A.88,8.A.88
P30101,8.A.88.2,8.A.88.2,0.8929799,3585,8.A.88,8.A.88
AAH93062,8.A.88.2,8.A.88.1,0.9998307,3586,8.A.88,8.A.88
Q8A1G3,8.A.9.1,1.W.9.3,0.12556602,3589,8.A.9,1.W.9
Q9VHX9,8.A.9.2,1.W.9.3,0.12742417,3592,8.A.9,1.W.9
Q5DDT5,8.A.9.3,8.A.9.3,1.0,3593,8.A.9,8.A.9
W5M5V0,8.A.90.1,8.A.90.2,0.6784994,3596,8.A.90,8.A.90
T2F9S8,8.A.90.2,8.A.90.2,0.71830386,3599,8.A.90,8.A.90
Q12846,8.A.91.1,8.A.91.1,0.9995957,3611,8.A.91,8.A.91
A0AVG3,8.A.91.1,8.A.91.1,0.9995727,3612,8.A.91,8.A.91
P93654,8.A.91.1,1.W.9.3,0.122818306,3613,8.A.91,1.W.9
L8HA63,8.A.93.1,8.A.93.1,0.98731333,3617,8.A.93,8.A.93
Q9BZW5,8.A.93.2,8.A.93.2,0.9790854,3621,8.A.93,8.A.93
SBP60566,8.A.94.1,8.A.94.1,0.99987376,3626,8.A.94,8.A.94
Q7Z5L3,8.A.94.1,8.A.94.1,0.99992645,3627,8.A.94,8.A.94
P62258,8.A.98.1,1.W.9.3,0.12733568,3636,8.A.98,1.W.9
P61981,8.A.98.1,1.W.9.3,0.123732924,3637,8.A.98,1.W.9
V4QS44,8.A.98.2,8.A.98.2,0.9999995,3638,8.A.98,8.A.98
WP_026610930,8.A.99.1,8.A.99.1,0.99954045,3642,8.A.99,8.A.99
C9X4K7,8.B.1.1,8.B.1.1,0.9977798,3653,8.B.1,8.B.1
S5TR00,8.B.1.1,8.B.1.1,0.67046726,3654,8.B.1,8.B.1
P63019,8.B.1.1,8.B.1.1,0.9853498,3655,8.B.1,8.B.1
P60266,8.B.1.2,8.B.1.1,0.9976553,3657,8.B.1,8.B.1
TKW02011,8.B.1.3,8.B.1.3,0.9804961,3658,8.B.1,8.B.1
AME17663,8.B.1.4,8.B.1.4,0.99999964,3659,8.B.1,8.B.1
P84919,8.B.11.1,8.B.11.1,0.9999317,3663,8.B.11,8.B.11
P86716,8.B.12.1,8.B.12.1,0.9999472,3668,8.B.12,8.B.12
O43278,8.B.13.1,8.B.13.2,0.81465995,3673,8.B.13,8.B.13
O43291,8.B.13.2,8.B.13.2,0.97258604,3676,8.B.13,8.B.13
C3TS07,8.B.17.1,8.B.17.1,0.99985313,3683,8.B.17,8.B.17
B1B5I9,8.B.17.1,8.B.17.1,0.99987805,3684,8.B.17,8.B.17
A7RMN1,8.B.19.1,8.B.19.2,0.9952054,3686,8.B.19,8.B.19
C0HKG8,8.B.19.2,8.B.19.2,0.987151,3693,8.B.19,8.B.19
P81790,8.B.19.2,8.B.19.1,0.56439924,3694,8.B.19,8.B.19
P86094,8.B.23.1,8.B.23.1,0.9999747,3698,8.B.23,8.B.23
P81782,8.B.23.2,1.C.74.1,0.6087036,3701,8.B.23,1.C.74
J9QWM7,8.B.25.1,8.B.25.1,0.60965365,3708,8.B.25,8.B.25
Q2QBC6,8.B.25.1,8.B.25.1,0.61204714,3709,8.B.25,8.B.25
Q80KL8,8.B.25.2,8.B.25.2,0.97184294,3712,8.B.25,8.B.25
Q9BPH7,8.B.28.1,8.B.28.1,0.44838312,3718,8.B.28,8.B.28
Q2I2Q5,8.B.28.1,8.B.28.1,0.44639033,3719,8.B.28,8.B.28
AXL93751,8.B.28.2,8.B.28.1,0.4208447,3721,8.B.28,8.B.28
B1P1H2,8.B.3.1,8.B.5.2,0.91001564,3727,8.B.3,8.B.5
Q7YT39,8.B.3.1,8.B.5.3,0.35581368,3728,8.B.3,8.B.5
P55817,8.B.30.1,8.B.30.1,0.9993006,3731,8.B.30,8.B.30
Q09470,8.B.31.1,8.B.31.1,0.9999987,3732,8.B.31,8.B.31
P55963,8.B.32.1,8.B.32.1,0.63632727,3742,8.B.32,8.B.32
Q2I2R5,8.B.32.1,8.B.32.1,0.98406094,3743,8.B.32,8.B.32
P69657,8.B.32.1,8.B.32.1,0.83372563,3744,8.B.32,8.B.32
P0C2C5,8.B.32.2,8.B.32.2,0.760738,3749,8.B.32,8.B.32
BAS25445,8.B.4.1,8.B.4.1,0.43659368,3760,8.B.4,8.B.4
P58808,8.B.4.1,8.B.4.1,0.87826157,3761,8.B.4,8.B.4
P56633,8.B.4.1,8.B.28.1,0.422813,3762,8.B.4,8.B.28
WEQ50348,8.B.4.3,8.B.4.3,0.7156332,3766,8.B.4,8.B.4
AKZ19080,8.B.42.1,8.B.42.1,0.99975497,3769,8.B.42,8.B.42
WP_125548623,8.B.43.1,8.B.43.1,0.99972636,3775,8.B.43,8.B.43
WP_137635425,8.B.43.1,8.B.43.1,0.9996971,3776,8.B.43,8.B.43
P83480,8.B.5.1,8.B.5.1,0.37143603,3777,8.B.5,8.B.5
P58426,8.B.5.2,8.B.3.1,0.3298742,3779,8.B.5,8.B.3
P60590,8.B.5.3,8.B.5.1,0.3338488,3786,8.B.5,8.B.5
M5AY63,8.B.5.3,8.B.3.1,0.49608,3787,8.B.5,8.B.3
B8XH25,8.B.7.1,8.B.7.1,0.9999572,3792,8.B.7,8.B.7
P0C194,8.B.8.1,8.B.8.1,0.99977607,3800,8.B.8,8.B.8
P0C8R1,8.B.8.1,8.B.8.1,0.99966383,3801,8.B.8,8.B.8
B0X6A3,8.B.9.1,1.W.9.3,0.12040104,3807,8.B.9,1.W.9
P48060,8.B.9.1,8.B.9.1,0.99956745,3808,8.B.9,8.B.9
KAE8630831,9.A.1.1,1.W.9.3,0.120239355,3814,9.A.1,1.W.9
XP_005472026,9.A.1.1,1.W.9.3,0.1244765,3815,9.A.1,1.W.9
X2JDY8,9.A.1.2,9.A.1.2,0.9999974,3816,9.A.1,9.A.1
Q9V9S0,9.A.16.1,9.A.16.1,0.9996617,3824,9.A.16,9.A.16
Q9UQV4,9.A.16.1,9.A.16.1,0.999884,3825,9.A.16,9.A.16
Q986E2,9.A.18.1,9.A.18.1,0.99964786,3830,9.A.18,9.A.18
RLN46998,9.A.19.1,9.A.19.1,0.9993993,3836,9.A.19,9.A.19
XP_044548243,9.A.19.1,9.A.19.1,0.99918085,3837,9.A.19,9.A.19
PYI33190,9.A.19.2,9.A.19.2,0.9999722,3838,9.A.19,9.A.19
Q9HVM8,9.A.21.1,9.A.21.1,0.97652584,3840,9.A.21,9.A.21
A9NFH9,9.A.23.1,9.A.23.1,0.99996734,3842,9.A.23,9.A.23
Q59Q40,9.A.26.1,9.A.26.1,0.9999181,3846,9.A.26,9.A.26
A4XHF2,9.A.28.1,9.A.28.1,0.9997179,3850,9.A.28,9.A.28
WP_167816028,9.A.32.1,9.A.32.1,0.52110827,3858,9.A.32,9.A.32
WP_158507728,9.A.32.1,9.A.32.1,0.99066377,3859,9.A.32,9.A.32
WP_173774957,9.A.32.2,9.A.32.1,0.9544521,3864,9.A.32,9.A.32
WP_090409123,9.A.32.2,9.A.32.1,0.57116526,3865,9.A.32,9.A.32
Q9KW03,9.A.33.1,9.A.33.1,0.99999857,3866,9.A.33,9.A.33
CAF0919544,9.A.35.1,9.A.35.1,0.999864,3872,9.A.35,9.A.35
Q8I4H9,9.A.35.1,9.A.35.1,0.9998696,3873,9.A.35,9.A.35
Q9NRY6,9.A.36.1,9.A.36.1,0.9994653,3879,9.A.36,9.A.36
Q8IJH8,9.A.36.1,9.A.36.1,0.9988055,3880,9.A.36,9.A.36
Q1WF75,9.A.37.1,9.A.37.1,0.9999975,3881,9.A.37,9.A.37
P64564,9.A.4.1,9.A.4.2,0.7744542,3883,9.A.4,9.A.4
S6A3A3,9.A.4.2,9.A.4.2,0.8002399,3887,9.A.4,9.A.4
Q73GS7,9.A.4.3,9.A.4.3,0.9998584,3888,9.A.4,9.A.4
KQJ85610,9.A.43.1,9.A.43.1,0.9992694,3901,9.A.43,9.A.43
Q8LPS2,9.A.43.1,9.A.43.1,0.9999194,3902,9.A.43,9.A.43
XP_015973699,9.A.43.1,9.A.43.1,0.9996594,3903,9.A.43,9.A.43
D4GQY8,9.A.45.1,9.A.45.1,0.9999585,3905,9.A.45,9.A.45
Q54NS7,9.A.49.1,9.A.49.1,0.9995516,3915,9.A.49,9.A.49
Q5CW48,9.A.49.1,9.A.49.1,0.99985504,3916,9.A.49,9.A.49
P53633,9.A.49.1,9.A.49.1,0.9998004,3917,9.A.49,9.A.49
Q8EHH6,9.A.5.1,9.A.5.1,0.5724347,3918,9.A.5,9.A.5
Q99WQ7,9.A.5.2,9.A.5.1,0.46923447,3920,9.A.5,9.A.5
O34765,9.A.5.3,9.A.5.1,0.74621826,3922,9.A.5,9.A.5
P39379,9.A.5.4,9.A.5.1,0.7314528,3924,9.A.5,9.A.5
Q4DTX8,9.A.54.1,9.A.54.3,0.37773505,3929,9.A.54,9.A.54
B3L7M4,9.A.54.2,9.A.54.3,0.38169524,3930,9.A.54,9.A.54
Q68DH5,9.A.54.3,9.A.54.1,0.59098476,3935,9.A.54,9.A.54
Q12466,9.A.57.1,9.A.57.1,0.9992225,3945,9.A.57,9.A.57
P48231,9.A.57.1,9.A.57.1,0.9992399,3946,9.A.57,9.A.57
Q03640,9.A.57.1,9.A.57.1,0.99915516,3947,9.A.57,9.A.57
H1A8I6,9.A.59.1,9.A.59.1,0.99996555,3950,9.A.59,9.A.59
A0DG78,9.A.6.1,9.A.6.1,0.9983285,3952,9.A.6,9.A.6
I8AJB9,9.A.66.1,9.A.66.1,0.99998224,3955,9.A.66,9.A.66
WP_101143913,9.A.7.1,9.A.7.1,0.9998603,3961,9.A.7,9.A.7
WP_061080484,9.A.7.1,9.A.7.1,0.9995196,3962,9.A.7,9.A.7
P00505,9.A.70.1,9.A.70.1,0.9999988,3963,9.A.70,9.A.70
Q99445,9.A.71.1,9.A.71.1,0.99999905,3964,9.A.71,9.A.71
RJU95109,9.A.76.1,1.W.9.3,0.1201946,3974,9.A.76,1.W.9
KAE8977401,9.A.76.1,9.A.76.1,0.9995946,3975,9.A.76,9.A.76
RLT34927,9.A.76.1,1.W.9.3,0.12395519,3976,9.A.76,1.W.9
KAF4923135,9.A.78.1,9.A.78.1,0.99984574,3981,9.A.78,9.A.78
XP_002765820,9.A.79.1,9.A.79.1,0.99641305,3985,9.A.79,9.A.79
XP_011674862,9.A.80.1,9.A.80.1,0.9999331,3990,9.A.80,9.A.80
NBO37220,9.A.81.1,9.A.81.1,0.99995315,3995,9.A.81,9.A.81
Q9HFE1,9.A.9.1,9.A.9.1,0.9999827,3997,9.A.9,9.A.9
E8XKQ3,9.B.100.1,9.B.100.1,0.99999475,3998,9.B.100,9.B.100
KMZ66701,9.B.103.1,9.B.103.1,0.99997413,4001,9.B.103,9.B.103
D8IUH5,9.B.108.1,9.B.108.1,0.998823,4006,9.B.108,9.B.108
A3TJM9,9.B.108.1,9.B.108.1,0.9999876,4007,9.B.108,9.B.108
F0VLB1,9.B.11.1,9.B.11.1,0.99996054,4009,9.B.11,9.B.11
PSG98608,9.B.110.1,9.B.110.1,0.5774302,4012,9.B.110,9.B.110
WP_042258648,9.B.110.2,9.B.110.1,0.5292957,4014,9.B.110,9.B.110
WP_121250785,9.B.111.1,8.B.28.2,0.09052942,4019,9.B.111,8.B.28
Q96PC5,9.B.113.1,9.B.113.1,0.044472933,4023,9.B.113,9.B.113
P0AFY2,9.B.114.1,9.B.114.1,0.9999937,4024,9.B.114,9.B.114
WP_185179402,9.B.116.1,9.B.116.1,0.55529153,4028,9.B.116,9.B.116
E5Z496,9.B.116.2,9.B.116.1,0.4844736,4029,9.B.116,9.B.116
TFH37055,9.B.116.3,9.B.116.1,0.42849714,4033,9.B.116,9.B.116
WP_051287091,9.B.118.1,9.B.118.1,0.9996804,4038,9.B.118,9.B.118
WP_089971100,9.B.118.1,9.B.118.1,0.9995938,4039,9.B.118,9.B.118
Q8LPI6,9.B.119.1,9.B.119.1,0.95512915,4044,9.B.119,9.B.119
QIR82081,9.B.119.1,9.B.119.1,0.9992206,4045,9.B.119,9.B.119
B3QLD9,9.B.12.1,9.B.12.1,0.3889438,4050,9.B.12,9.B.12
Q9ZNQ7,9.B.12.1,9.B.12.1,0.37215266,4051,9.B.12,9.B.12
I1CTU6,9.B.12.2,9.B.12.1,0.3560248,4053,9.B.12,9.B.12
P56508,9.B.12.3,9.B.12.3,0.99562114,4056,9.B.12,9.B.12
Q20516,9.B.12.4,9.B.12.1,0.3538639,4057,9.B.12,9.B.12
SDO08619,9.B.120.1,9.B.120.1,0.9998511,4065,9.B.120,9.B.120
NYE48519,9.B.120.1,9.B.120.1,0.99978524,4066,9.B.120,9.B.120
D1NQT2,9.B.122.1,9.B.122.1,0.9997155,4070,9.B.122,9.B.122
Q82QI0,9.B.122.2,9.B.122.2,0.9999752,4071,9.B.122,9.B.122
F6ULR8,9.B.123.1,9.B.123.1,0.96389115,4073,9.B.123,9.B.123
B8B6I6,9.B.123.2,1.W.9.3,0.11992382,4075,9.B.123,1.W.9
C4M797,9.B.123.3,9.B.123.3,0.9856485,4076,9.B.123,9.B.123
C7T8Y9,9.B.124.1,9.B.124.1,0.55418605,4085,9.B.124,9.B.124
AKM80210,9.B.124.1,9.B.124.1,0.93273807,4086,9.B.124,9.B.124
V4PBP8,9.B.124.2,9.B.124.2,0.54328847,4089,9.B.124,9.B.124
Q1LK71,9.B.125.1,1.W.9.3,0.122137316,4091,9.B.125,1.W.9
Q8PVB2,9.B.125.2,9.B.125.2,0.9999708,4093,9.B.125,9.B.125
E4N6G8,9.B.126.1,9.B.126.1,0.74902445,4098,9.B.126,9.B.126
Q72HC9,9.B.126.2,9.B.126.1,0.52050495,4106,9.B.126,9.B.126
AUZ87169,9.B.126.2,9.B.126.1,0.78879666,4107,9.B.126,9.B.126
A7ZGK4,9.B.127.1,9.B.127.2,0.8678487,4110,9.B.127,9.B.127
WP_014620776,9.B.127.2,9.B.127.1,0.640373,4112,9.B.127,9.B.127
B6I4D1,9.B.128.1,9.B.128.1,0.96347123,4113,9.B.128,9.B.128
OJV97403,9.B.128.2,9.B.128.2,0.7075531,4115,9.B.128,9.B.128
P0A236,9.B.128.3,9.B.128.3,0.9996271,4116,9.B.128,9.B.128
H0J079,9.B.13.1,9.B.13.2,0.75646913,4118,9.B.13,9.B.13
K9HWE0,9.B.13.2,9.B.13.2,0.9948096,4120,9.B.13,9.B.13
C1L5K7,9.B.130.1,9.B.130.1,0.6240778,4125,9.B.130,9.B.130
Q98SD9,9.B.130.1,9.B.130.1,0.6286626,4126,9.B.130,9.B.130
O55100,9.B.130.2,9.B.130.1,0.5529121,4131,9.B.130,9.B.130
E7KKW7,9.B.132.1,9.B.132.1,0.996576,4133,9.B.132,9.B.132
B0FXJ3,9.B.133.1,9.B.133.1,0.9984505,4135,9.B.133,9.B.133
E4UA69,9.B.133.2,9.B.133.2,0.9972519,4137,9.B.133,9.B.133
Q8IY95,9.B.134.1,9.B.134.1,0.99998164,4138,9.B.134,9.B.134
I1L1Q2,9.B.134.2,9.B.134.2,0.9999602,4139,9.B.134,9.B.134
P53093,9.B.135.1,9.B.135.2,0.49956778,4145,9.B.135,9.B.135
Q9BSR8,9.B.135.1,9.B.135.1,0.521022,4146,9.B.135,9.B.135
Q9BWQ6,9.B.135.2,9.B.135.2,0.5128057,4153,9.B.135,9.B.135
P53108,9.B.135.2,9.B.135.2,0.55275184,4154,9.B.135,9.B.135
WP_066168960,9.B.136.1,9.B.136.2,0.37332422,4156,9.B.136,9.B.136
WP_220194381,9.B.136.2,9.B.136.2,0.32061538,4158,9.B.136,9.B.136
WP_013217642,9.B.136.3,9.B.136.2,0.37887985,4162,9.B.136,9.B.136
A8A9N6,9.B.136.4,9.B.136.4,0.7704326,4163,9.B.136,9.B.136
MQY02608,9.B.138.1,9.B.138.1,0.99993074,4167,9.B.138,9.B.138
F2HGA2,9.B.139.1,9.B.139.2,0.58318967,4172,9.B.139,9.B.139
O06748,9.B.139.1,9.B.139.2,0.5882406,4173,9.B.139,9.B.139
Q1CXZ2,9.B.139.2,9.B.139.2,0.5608787,4174,9.B.139,9.B.139
E2S7A3,9.B.139.3,9.B.139.2,0.5865482,4176,9.B.139,9.B.139
C7TAQ3,9.B.141.1,9.B.141.1,0.9999461,4179,9.B.141,9.B.141
G0G9H5,9.B.145.1,9.B.145.1,0.9997758,4184,9.B.145,9.B.145
H0R417,9.B.145.1,9.B.145.1,0.9999107,4185,9.B.145,9.B.145
P0AC78,9.B.146.1,9.B.146.1,0.9997627,4192,9.B.146,9.B.146
ALM14264,9.B.146.1,9.B.146.1,0.9999316,4193,9.B.146,9.B.146
P0AAW6,9.B.15.1,9.B.15.1,0.9966792,4194,9.B.15,9.B.15
Q138B7,9.B.15.2,9.B.15.2,0.99981314,4203,9.B.15,9.B.15
D2S9V8,9.B.15.2,9.B.15.2,0.99982965,4204,9.B.15,9.B.15
Q6MHC6,9.B.15.2,9.B.15.2,0.99960333,4205,9.B.15,9.B.15
Q6MK65,9.B.150.1,9.B.150.1,0.99980825,4209,9.B.150,9.B.150
OHB97472,9.B.154.1,9.B.154.1,0.99967897,4219,9.B.154,9.B.154
AJM78027,9.B.154.1,9.B.154.1,0.9996631,4220,9.B.154,9.B.154
B1ZTG9,9.B.154.1,9.B.154.1,0.99963844,4221,9.B.154,9.B.154
C9RAK9,9.B.156.1,9.B.156.1,0.99947053,4226,9.B.156,9.B.156
Q58290,9.B.156.2,9.B.156.2,0.99844044,4228,9.B.156,9.B.156
I6ZUE8,9.B.156.3,9.B.156.3,0.99999845,4229,9.B.156,9.B.156
F2MU33,9.B.158.1,9.B.158.1,0.99990726,4232,9.B.158,9.B.158
D5EE66,9.B.160.1,9.B.160.1,0.99974245,4245,9.B.160,9.B.160
A4TZ39,9.B.160.1,9.B.160.1,0.9996439,4246,9.B.160,9.B.160
Q1MQG2,9.B.160.1,9.B.160.1,0.99984825,4247,9.B.160,9.B.160
P08550,9.B.160.1,9.B.160.1,0.9995702,4248,9.B.160,9.B.160
G8PPB1,9.B.163.1,9.B.163.2,0.47840446,4254,9.B.163,9.B.163
F0SJU9,9.B.163.1,9.B.163.1,0.85690236,4255,9.B.163,9.B.163
Q6N889,9.B.163.2,9.B.163.2,0.5865289,4256,9.B.163,9.B.163
Q7UM60,9.B.163.3,9.B.163.1,0.44369453,4258,9.B.163,9.B.163
D5ST04,9.B.163.4,9.B.163.1,0.32421908,4260,9.B.163,9.B.163
E1THQ6,9.B.164.1,9.B.164.1,0.9999795,4263,9.B.164,9.B.164
Q94AL8,9.B.166.1,9.B.166.1,0.9999964,4264,9.B.166,9.B.166
A3UXB5,9.B.167.1,9.B.167.1,0.9999682,4267,9.B.167,9.B.167
D2QPR7,9.B.168.1,9.B.168.1,0.9997366,4270,9.B.168,9.B.168
B8FMP7,9.B.170.1,9.B.170.1,0.9994209,4276,9.B.170,9.B.170
Q1IUU0,9.B.170.1,9.B.170.1,0.999882,4277,9.B.170,9.B.170
Q11WV5,9.B.172.1,9.B.172.1,0.9999492,4282,9.B.172,9.B.172
XP_015643584,9.B.174.1,1.W.9.3,0.12484712,4286,9.B.174,1.W.9
